dataset_rel,class,key,union_path,lesion_path,lesion_px,union_px,inter_px,iou,frac_lesion_covered,frac_union_inside_lesion,drop,image_path,frac_th,min_inter_px_th
external/BUSI/benign,benign,benign_120,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_120_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_120_mask.png,1930,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_120.png,0.05,50
external/BUSI/benign,benign,benign_121,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_121_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_121_mask.png,17725,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_121.png,0.05,50
external/BUSI/benign,benign,benign_122,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_122_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_122_mask.png,14179,103,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_122.png,0.05,50
external/BUSI/benign,benign,benign_123,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_123_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_123_mask.png,22304,2378,1529,0.066039,0.068553,0.642977,1,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_123.png,0.05,50
external/BUSI/benign,benign,benign_124,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_124_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_124_mask.png,7566,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_124.png,0.05,50
external/BUSI/benign,benign,benign_125,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_125_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_125_mask.png,4905,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_125.png,0.05,50
external/BUSI/benign,benign,benign_126,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_126_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_126_mask.png,5662,80,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_126.png,0.05,50
external/BUSI/benign,benign,benign_127,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_127_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_127_mask.png,4330,277,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_127.png,0.05,50
external/BUSI/benign,benign,benign_128,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_128_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_128_mask.png,3891,257,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_128.png,0.05,50
external/BUSI/benign,benign,benign_129,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_129_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_129_mask.png,6490,1099,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_129.png,0.05,50
external/BUSI/benign,benign,benign_13,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_13_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_13_mask.png,52450,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_13.png,0.05,50
external/BUSI/benign,benign,benign_130,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_130_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_130_mask.png,14986,396,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_130.png,0.05,50
external/BUSI/benign,benign,benign_131,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_131_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_131_mask.png,67475,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_131.png,0.05,50
external/BUSI/benign,benign,benign_132,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_132_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_132_mask.png,6449,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_132.png,0.05,50
external/BUSI/benign,benign,benign_133,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_133_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_133_mask.png,1202,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_133.png,0.05,50
external/BUSI/benign,benign,benign_134,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_134_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_134_mask.png,1257,628,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_134.png,0.05,50
external/BUSI/benign,benign,benign_135,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_135_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_135_mask.png,11136,92,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_135.png,0.05,50
external/BUSI/benign,benign,benign_136,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_136_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_136_mask.png,16264,1597,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_136.png,0.05,50
external/BUSI/benign,benign,benign_137,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_137_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_137_mask.png,5551,1117,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_137.png,0.05,50
external/BUSI/benign,benign,benign_138,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_138_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_138_mask.png,2052,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_138.png,0.05,50
external/BUSI/benign,benign,benign_139,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_139_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_139_mask.png,10374,321,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_139.png,0.05,50
external/BUSI/benign,benign,benign_14,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_14_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_14_mask.png,4380,1856,991,0.188942,0.226256,0.533944,1,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_14.png,0.05,50
external/BUSI/benign,benign,benign_140,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_140_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_140_mask.png,51903,261,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_140.png,0.05,50
external/BUSI/benign,benign,benign_141,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_141_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_141_mask.png,136993,4430,3585,0.026009,0.026169,0.809255,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_141.png,0.05,50
external/BUSI/benign,benign,benign_142,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_142_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_142_mask.png,4471,1113,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_142.png,0.05,50
external/BUSI/benign,benign,benign_143,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_143_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_143_mask.png,1392,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_143.png,0.05,50
external/BUSI/benign,benign,benign_144,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_144_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_144_mask.png,1256,61,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_144.png,0.05,50
external/BUSI/benign,benign,benign_145,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_145_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_145_mask.png,8622,134,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_145.png,0.05,50
external/BUSI/benign,benign,benign_146,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_146_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_146_mask.png,1503,417,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_146.png,0.05,50
external/BUSI/benign,benign,benign_147,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_147_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_147_mask.png,3721,15,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_147.png,0.05,50
external/BUSI/benign,benign,benign_148,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_148_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_148_mask.png,11290,267,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_148.png,0.05,50
external/BUSI/benign,benign,benign_149,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_149_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_149_mask.png,9048,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_149.png,0.05,50
external/BUSI/benign,benign,benign_15,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_15_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_15_mask.png,3067,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_15.png,0.05,50
external/BUSI/benign,benign,benign_150,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_150_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_150_mask.png,1825,614,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_150.png,0.05,50
external/BUSI/benign,benign,benign_151,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_151_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_151_mask.png,2318,417,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_151.png,0.05,50
external/BUSI/benign,benign,benign_152,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_152_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_152_mask.png,61557,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_152.png,0.05,50
external/BUSI/benign,benign,benign_153,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_153_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_153_mask.png,2802,85,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_153.png,0.05,50
external/BUSI/benign,benign,benign_154,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_154_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_154_mask.png,2060,18,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_154.png,0.05,50
external/BUSI/benign,benign,benign_155,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_155_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_155_mask.png,60771,1255,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_155.png,0.05,50
external/BUSI/benign,benign,benign_156,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_156_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_156_mask.png,9573,21,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_156.png,0.05,50
external/BUSI/benign,benign,benign_157,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_157_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_157_mask.png,11014,282,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_157.png,0.05,50
external/BUSI/benign,benign,benign_158,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_158_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_158_mask.png,36491,282,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_158.png,0.05,50
external/BUSI/benign,benign,benign_159,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_159_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_159_mask.png,3370,16,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_159.png,0.05,50
external/BUSI/benign,benign,benign_16,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_16_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_16_mask.png,2309,0,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_16.png,0.05,50
external/BUSI/benign,benign,benign_160,/workspace/ui_dash_union_masks/external/BUSI/benign/benign_160_ui_dash_union.png,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/masks/benign_160_mask.png,3629,339,0,0.0,0.0,0.0,0,/workspace/breastdataset_NORMALIZED/breastdataset_NORMALIZED/external/BUSI/benign/images/benign_160.png,0.05,50
