dataset_rel,dash_path,ui_paths,out_path,dash_sum,ui_sum,union_sum,match_type,key
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case205_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case205_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case205_ui_dash_union.png,0,0,0,dash+ui(1),case205
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case199_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case199_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case199_ui_dash_union.png,0,0,0,dash+ui(1),case199
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case198_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case198_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case198_ui_dash_union.png,0,0,0,dash+ui(1),case198
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case195_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case195_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case195_ui_dash_union.png,0,0,0,dash+ui(1),case195
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case190_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case190_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case190_ui_dash_union.png,0,0,0,dash+ui(1),case190
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case176_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case176_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case176_ui_dash_union.png,0,0,0,dash+ui(1),case176
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case174_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case174_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case174_ui_dash_union.png,0,0,0,dash+ui(1),case174
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case173_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case173_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case173_ui_dash_union.png,0,0,0,dash+ui(1),case173
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case172_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case172_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case172_ui_dash_union.png,0,0,0,dash+ui(1),case172
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case170_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case170_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case170_ui_dash_union.png,0,0,0,dash+ui(1),case170
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case164_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case164_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case164_ui_dash_union.png,0,0,0,dash+ui(1),case164
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case160_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case160_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case160_ui_dash_union.png,0,0,0,dash+ui(1),case160
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case158_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case158_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case158_ui_dash_union.png,0,0,0,dash+ui(1),case158
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case154_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case154_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case154_ui_dash_union.png,0,0,0,dash+ui(1),case154
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case153_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case153_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case153_ui_dash_union.png,0,0,0,dash+ui(1),case153
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case150_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case150_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case150_ui_dash_union.png,0,0,0,dash+ui(1),case150
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case149_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case149_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case149_ui_dash_union.png,0,0,0,dash+ui(1),case149
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case148_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case148_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case148_ui_dash_union.png,0,0,0,dash+ui(1),case148
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case147_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case147_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case147_ui_dash_union.png,0,0,0,dash+ui(1),case147
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case145_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case145_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case145_ui_dash_union.png,0,0,0,dash+ui(1),case145
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case144_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case144_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case144_ui_dash_union.png,0,0,0,dash+ui(1),case144
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case133_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case133_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case133_ui_dash_union.png,0,0,0,dash+ui(1),case133
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case132_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case132_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case132_ui_dash_union.png,0,0,0,dash+ui(1),case132
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case130_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case130_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case130_ui_dash_union.png,0,0,0,dash+ui(1),case130
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case128_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case128_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case128_ui_dash_union.png,0,0,0,dash+ui(1),case128
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case127_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case127_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case127_ui_dash_union.png,0,0,0,dash+ui(1),case127
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case125_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case125_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case125_ui_dash_union.png,0,0,0,dash+ui(1),case125
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case121_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case121_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case121_ui_dash_union.png,0,0,0,dash+ui(1),case121
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case117_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case117_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case117_ui_dash_union.png,0,0,0,dash+ui(1),case117
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case114_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case114_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case114_ui_dash_union.png,0,0,0,dash+ui(1),case114
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case113_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case113_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case113_ui_dash_union.png,0,0,0,dash+ui(1),case113
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case112_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case112_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case112_ui_dash_union.png,18,0,18,dash+ui(1),case112
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case111_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case111_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case111_ui_dash_union.png,0,0,0,dash+ui(1),case111
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case109_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case109_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case109_ui_dash_union.png,0,0,0,dash+ui(1),case109
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case107_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case107_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case107_ui_dash_union.png,0,0,0,dash+ui(1),case107
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case106_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case106_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case106_ui_dash_union.png,0,0,0,dash+ui(1),case106
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case105_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case105_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case105_ui_dash_union.png,0,0,0,dash+ui(1),case105
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case103_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case103_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case103_ui_dash_union.png,0,0,0,dash+ui(1),case103
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case102_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case102_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case102_ui_dash_union.png,0,0,0,dash+ui(1),case102
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case101_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case101_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case101_ui_dash_union.png,0,0,0,dash+ui(1),case101
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case099_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case099_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case099_ui_dash_union.png,0,0,0,dash+ui(1),case099
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case094_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case094_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case094_ui_dash_union.png,0,0,0,dash+ui(1),case094
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case090_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case090_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case090_ui_dash_union.png,0,0,0,dash+ui(1),case090
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case089_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case089_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case089_ui_dash_union.png,0,0,0,dash+ui(1),case089
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case088_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case088_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case088_ui_dash_union.png,0,0,0,dash+ui(1),case088
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case087_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case087_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case087_ui_dash_union.png,0,0,0,dash+ui(1),case087
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case086_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case086_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case086_ui_dash_union.png,0,0,0,dash+ui(1),case086
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case082_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case082_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case082_ui_dash_union.png,0,0,0,dash+ui(1),case082
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case079_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case079_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case079_ui_dash_union.png,0,0,0,dash+ui(1),case079
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case076_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case076_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case076_ui_dash_union.png,0,0,0,dash+ui(1),case076
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case075_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case075_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case075_ui_dash_union.png,0,0,0,dash+ui(1),case075
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case072_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case072_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case072_ui_dash_union.png,0,0,0,dash+ui(1),case072
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case067_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case067_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case067_ui_dash_union.png,0,0,0,dash+ui(1),case067
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case066_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case066_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case066_ui_dash_union.png,0,0,0,dash+ui(1),case066
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case063_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case063_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case063_ui_dash_union.png,0,0,0,dash+ui(1),case063
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case060_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case060_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case060_ui_dash_union.png,0,0,0,dash+ui(1),case060
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case058_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case058_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case058_ui_dash_union.png,0,0,0,dash+ui(1),case058
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case055_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case055_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case055_ui_dash_union.png,0,0,0,dash+ui(1),case055
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case053_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case053_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case053_ui_dash_union.png,0,0,0,dash+ui(1),case053
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case050_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case050_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case050_ui_dash_union.png,0,0,0,dash+ui(1),case050
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case046_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case046_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case046_ui_dash_union.png,0,0,0,dash+ui(1),case046
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case035_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case035_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case035_ui_dash_union.png,0,0,0,dash+ui(1),case035
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case034_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case034_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case034_ui_dash_union.png,0,0,0,dash+ui(1),case034
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case032_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case032_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case032_ui_dash_union.png,0,0,0,dash+ui(1),case032
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case027_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case027_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case027_ui_dash_union.png,0,0,0,dash+ui(1),case027
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case026_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case026_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case026_ui_dash_union.png,0,0,0,dash+ui(1),case026
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case013_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case013_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case013_ui_dash_union.png,0,0,0,dash+ui(1),case013
internal/USG/malignant,/workspace/dash_preds_v2/internal/USG/malignant/masks_dashes_pred/case012_dash.png,/workspace/ui_masks_all/internal/USG/malignant/ui_masks/case012_ui_mask.png,/workspace/ui_dash_union_masks/internal/USG/malignant/case012_ui_dash_union.png,0,0,0,dash+ui(1),case012
